adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Kanaaldijk Oost 10, 1393PA Nigtevecht","1393PA","10","Kanaaldijk Oost","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27759827,5.02391368
"Klein Muiden 10, 1393RL Nigtevecht","1393RL","10","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547579,5.02640416
"Klompweg 10, 1393PH Nigtevecht","1393PH","10","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2756107,5.03219672
"Korte Velterslaan 10, 1393PB Nigtevecht","1393PB","10","Korte Velterslaan","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27259988,5.02076814
"Nieuweweg 10, 1393NN Nigtevecht","1393NN","10","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27362307,5.0295495
"Oost en Vecht 10, 1393PW Nigtevecht","1393PW","10","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27489226,5.02976553
"Oostzijdsestraat 10, 1393NZ Nigtevecht","1393NZ","10","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27421487,5.02787341
"Petersburg 10, 1393PT Nigtevecht","1393PT","10","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27593173,5.03069771
"Raadhuishof 10, 1393NX Nigtevecht","1393NX","10","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27465286,5.02784995
"Raadhuisstraat 10, 1393NW Nigtevecht","1393NW","10","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27426156,5.02412232
"Vecht en Gein 10, 1393PZ Nigtevecht","1393PZ","10","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547192,5.02986769
"Vreelandseweg 10, 1393PG Nigtevecht","1393PG","10","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.271319,5.02218253
"Vreelandseweg 10A, 1393PG Nigtevecht","1393PG","10A","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27094457,5.02218458
"Vreelandseweg 10a, 1393PG Nigtevecht","1393PG","10a","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27091221,5.02209562
"Vreelandseweg 10B, 1393PG Nigtevecht","1393PG","10B","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2708892,5.02197889
"Aetsveldsestraat 11, 1393NT Nigtevecht","1393NT","11","Aetsveldsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27417374,5.0269712
"Dorpsstraat 11, 1393NE Nigtevecht","1393NE","11","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27394441,5.02498408
"Garstenstraat 11, 1393NS Nigtevecht","1393NS","11","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27451985,5.02936471
"Jhr. Huydecoperstraat 11, 1393NV Nigtevecht","1393NV","11","Jhr. Huydecoperstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27417264,5.02593122
"Kanaaldijk Oost 11, 1393PA Nigtevecht","1393PA","11","Kanaaldijk Oost","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27845281,5.02340835
"Klein Muiden 11, 1393RJ Nigtevecht","1393RJ","11","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27561876,5.02601574
"Klompweg 11, 1393PH Nigtevecht","1393PH","11","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28445777,5.05730863
"Korte Velterslaan 11, 1393PB Nigtevecht","1393PB","11","Korte Velterslaan","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27260935,5.02066271
"Nieuweweg 11, 1393NM Nigtevecht","1393NM","11","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27354411,5.0291185
"Petersburg 11, 1393PS Nigtevecht","1393PS","11","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27565302,5.03028089
"Raadhuishof 11, 1393NX Nigtevecht","1393NX","11","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27460662,5.02789531
"Raadhuisstraat 11, 1393NW Nigtevecht","1393NW","11","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27487607,5.02712668
"Rozendaal 11, 1393RA Nigtevecht","1393RA","11","Rozendaal","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27638867,5.02900183
"Vecht en Gein 11, 1393PX Nigtevecht","1393PX","11","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27517635,5.02943299
"Aetsveldsestraat 12, 1393NT Nigtevecht","1393NT","12","Aetsveldsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27453424,5.02705985
"Ambachtsheerensingel 12, 1393RE Nigtevecht","1393RE","12","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27507783,5.02673677
"Dorpsstraat 12, 1393NH Nigtevecht","1393NH","12","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27359597,5.02390519
"Jhr. Huydecoperstraat 12, 1393NV Nigtevecht","1393NV","12","Jhr. Huydecoperstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27392067,5.02677398
"Kanaaldijk Oost 12, 1393PA Nigtevecht","1393PA","12","Kanaaldijk Oost","Nigtevecht","Stichtse Vecht","verblijfsobject",52.28157025,5.0232111
"Klein Muiden 12, 1393RL Nigtevecht","1393RL","12","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547579,5.02640416
"Klompweg 12, 1393PH Nigtevecht","1393PH","12","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27566479,5.03227995
"Korte Velterslaan 12, 1393PB Nigtevecht","1393PB","12","Korte Velterslaan","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27264749,5.02052702
"Nieuweweg 12, 1393NN Nigtevecht","1393NN","12","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27366703,5.02949465
"Oost en Vecht 12, 1393PW Nigtevecht","1393PW","12","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27493076,5.02971584
"Oostzijdsestraat 12, 1393NZ Nigtevecht","1393NZ","12","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27424079,5.02794397
"Petersburg 12, 1393PT Nigtevecht","1393PT","12","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27595219,5.03089667
"Raadhuishof 12, 1393NX Nigtevecht","1393NX","12","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27455525,5.02793645
"Raadhuisstraat 12, 1393NW Nigtevecht","1393NW","12","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27428088,5.02426648
"Vecht en Gein 12, 1393PZ Nigtevecht","1393PZ","12","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27551,5.02982679
"Vreelandseweg 12, 1393PG Nigtevecht","1393PG","12","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27078341,5.02258952
"Dorpsstraat 13, 1393NE Nigtevecht","1393NE","13","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27398152,5.02521513
"Garstenstraat 13, 1393NS Nigtevecht","1393NS","13","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27456735,5.02931862
"Jhr. Huydecoperstraat 13, 1393NV Nigtevecht","1393NV","13","Jhr. Huydecoperstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27427897,5.0258445
"Klein Muiden 13, 1393RJ Nigtevecht","1393RJ","13","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27569966,5.02601685
"Klompweg 13, 1393PH Nigtevecht","1393PH","13","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28460673,5.05720415
"Korte Velterslaan 13, 1393PB Nigtevecht","1393PB","13","Korte Velterslaan","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27266617,5.02043574
"Nieuweweg 13, 1393NM Nigtevecht","1393NM","13","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27358254,5.02904816
"Petersburg 13, 1393PS Nigtevecht","1393PS","13","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27584188,5.03014018
"Raadhuishof 13, 1393NX Nigtevecht","1393NX","13","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27467611,5.02828405
"Rozendaal 13, 1393RA Nigtevecht","1393RA","13","Rozendaal","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27636902,5.02892345
"Vecht en Gein 13, 1393PX Nigtevecht","1393PX","13","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27534819,5.02945988
"Vreelandseweg 13, 1393PC Nigtevecht","1393PC","13","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27207728,5.02226275
"Raadhuisstraat 13a, 1393NW Nigtevecht","1393NW","13a","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27496458,5.02738862
"Raadhuisstraat 13b, 1393NW Nigtevecht","1393NW","13b","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27498944,5.02746092
"Raadhuisstraat 13c, 1393NW Nigtevecht","1393NW","13c","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27501482,5.02752544
"Raadhuisstraat 13d, 1393NW Nigtevecht","1393NW","13d","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27500339,5.02761584
"Raadhuisstraat 13e, 1393NW Nigtevecht","1393NW","13e","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27506001,5.02774587
"Raadhuisstraat 13f, 1393NW Nigtevecht","1393NW","13f","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27509559,5.02776639
"Raadhuisstraat 13g, 1393NW Nigtevecht","1393NW","13g","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27512317,5.02782993
"Raadhuisstraat 13h, 1393NW Nigtevecht","1393NW","13h","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27514364,5.02790631
"Raadhuisstraat 13k, 1393NW Nigtevecht","1393NW","13k","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2751723,5.02797065
"Raadhuisstraat 13l, 1393NW Nigtevecht","1393NW","13l","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27517392,5.02807946
"Ambachtsheerensingel 14, 1393RE Nigtevecht","1393RE","14","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27511745,5.02681865
"Jhr. Huydecoperstraat 14, 1393NV Nigtevecht","1393NV","14","Jhr. Huydecoperstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27402807,5.02665209
"Klein Muiden 14, 1393RL Nigtevecht","1393RL","14","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547579,5.02640416
"Klompweg 14, 1393PH Nigtevecht","1393PH","14","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27572448,5.03228285
"Nieuweweg 14, 1393NN Nigtevecht","1393NN","14","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27374952,5.02939963
"Oost en Vecht 14, 1393PW Nigtevecht","1393PW","14","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27552084,5.02916105
"Oostzijdsestraat 14, 1393NZ Nigtevecht","1393NZ","14","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27429214,5.02807411
"Petersburg 14, 1393PT Nigtevecht","1393PT","14","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2759973,5.03101251
"Raadhuishof 14, 1393NX Nigtevecht","1393NX","14","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27472812,5.02824509
"Raadhuisstraat 14, 1393NW Nigtevecht","1393NW","14","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27432501,5.02441352
"Vecht en Gein 14, 1393PZ Nigtevecht","1393PZ","14","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27574637,5.02976555
"Vreelandseweg 14, 1393PG Nigtevecht","1393PG","14","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27056711,5.02280739
"Dorpsstraat 15, 1393NE Nigtevecht","1393NE","15","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27381915,5.02543198
"Garstenstraat 15, 1393NS Nigtevecht","1393NS","15","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27461538,5.02927193
"Jhr. Huydecoperstraat 15, 1393NV Nigtevecht","1393NV","15","Jhr. Huydecoperstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27434882,5.02582151
"Klein Muiden 15, 1393RJ Nigtevecht","1393RJ","15","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27583138,5.02600508
"Klompweg 15, 1393PH Nigtevecht","1393PH","15","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28473567,5.05713679
"Nieuweweg 15, 1393NM Nigtevecht","1393NM","15","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27362071,5.02897855
"Petersburg 15, 1393PS Nigtevecht","1393PS","15","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27588115,5.03010792
"Raadhuishof 15, 1393NX Nigtevecht","1393NX","15","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27477382,5.02820077
"Raadhuisstraat 15, 1393NW Nigtevecht","1393NW","15","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27522762,5.02814319
"Rozendaal 15, 1393RA Nigtevecht","1393RA","15","Rozendaal","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27635128,5.02885282
"Vecht en Gein 15, 1393PX Nigtevecht","1393PX","15","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27538976,5.0294172
"Vreelandseweg 15, 1393PC Nigtevecht","1393PC","15","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27190253,5.0224
"Ambachtsheerensingel 16, 1393RE Nigtevecht","1393RE","16","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27517582,5.02697832
"Dorpsstraat 16, 1393NH Nigtevecht","1393NH","16","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27357536,5.02404045
"Klein Muiden 16, 1393RL Nigtevecht","1393RL","16","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547579,5.02640416
"Klompweg 16, 1393PH Nigtevecht","1393PH","16","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27614037,5.03289112
"Nieuweweg 16, 1393NN Nigtevecht","1393NN","16","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27379237,5.02930126
"Oost en Vecht 16, 1393PW Nigtevecht","1393PW","16","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27557155,5.02910848
"Oostzijdsestraat 16, 1393NZ Nigtevecht","1393NZ","16","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27432042,5.02815065
"Petersburg 16, 1393PT Nigtevecht","1393PT","16","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27631184,5.03031443
"Raadhuishof 16, 1393NX Nigtevecht","1393NX","16","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27482096,5.02815306
"Raadhuisstraat 16, 1393NW Nigtevecht","1393NW","16","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27435807,5.02458614
"Vecht en Gein 16, 1393PZ Nigtevecht","1393PZ","16","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27578519,5.02973374
"Vreelandseweg 16, 1393PG Nigtevecht","1393PG","16","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.26950916,5.02374107
"Dorpsstraat 17, 1393NE Nigtevecht","1393NE","17","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27379947,5.02552283
"Garstenstraat 17, 1393NS Nigtevecht","1393NS","17","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27466458,5.02922392
"Klein Muiden 17, 1393RJ Nigtevecht","1393RJ","17","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27591323,5.02605438
"Klompweg 17, 1393PJ Nigtevecht","1393PJ","17","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28487717,5.0571596
"Nieuweweg 17, 1393NM Nigtevecht","1393NM","17","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2736562,5.0289138
"Petersburg 17, 1393PS Nigtevecht","1393PS","17","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2759315,5.03005535
"Raadhuishof 17, 1393NX Nigtevecht","1393NX","17","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27486819,5.02811034
"Raadhuisstraat 17, 1393NW Nigtevecht","1393NW","17","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27525472,5.02821696
"Vecht en Gein 17, 1393PX Nigtevecht","1393PX","17","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27543305,5.02937759
"Vreelandseweg 17, 1393PC Nigtevecht","1393PC","17","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27172312,5.02239517
"Ambachtsheerensingel 18, 1393RE Nigtevecht","1393RE","18","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27521422,5.02704556
"Dorpsstraat 18, 1393NH Nigtevecht","1393NH","18","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27358286,5.02417064
"Klein Muiden 18, 1393RL Nigtevecht","1393RL","18","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547579,5.02640416
"Klompweg 18, 1393PJ Nigtevecht","1393PJ","18","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27659303,5.03362483
"Nieuweweg 18, 1393NN Nigtevecht","1393NN","18","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27397402,5.02906728
"Oost en Vecht 18, 1393PW Nigtevecht","1393PW","18","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.2756147,5.02908059
"Oostzijdsestraat 18, 1393NZ Nigtevecht","1393NZ","18","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27434689,5.02822678
"Petersburg 18, 1393PT Nigtevecht","1393PT","18","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27634274,5.03042804
"Raadhuishof 18, 1393NX Nigtevecht","1393NX","18","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27491119,5.02806398
"Raadhuisstraat 18, 1393NW Nigtevecht","1393NW","18","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27435933,5.0247325
"Vecht en Gein 18, 1393PZ Nigtevecht","1393PZ","18","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27583546,5.02968117
"Vreelandseweg 18, 1393PG Nigtevecht","1393PG","18","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.26939475,5.02380105
"Klompweg 18a, 1393PJ Nigtevecht","1393PJ","18a","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27659303,5.03362483
"Klompweg 18b, 1393PJ Nigtevecht","1393PJ","18b","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27659303,5.03362483
"Dorpsstraat 19, 1393NE Nigtevecht","1393NE","19","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27377953,5.02561589
"Garstenstraat 19, 1393NS Nigtevecht","1393NS","19","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27471315,5.02917679
"Klein Muiden 19, 1393RJ Nigtevecht","1393RJ","19","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27602501,5.02616043
"Klompweg 19, 1393PJ Nigtevecht","1393PJ","19","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28502367,5.05732003
"Nieuweweg 19, 1393NM Nigtevecht","1393NM","19","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27368998,5.02885169
"Petersburg 19, 1393PS Nigtevecht","1393PS","19","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27596978,5.03002193
"Raadhuishof 19, 1393NX Nigtevecht","1393NX","19","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27501999,5.02843409
"Raadhuisstraat 19, 1393NW Nigtevecht","1393NW","19","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27528037,5.02828694
"Vecht en Gein 19, 1393PX Nigtevecht","1393PX","19","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27547598,5.02933578
"Vreelandseweg 19, 1393PC Nigtevecht","1393PC","19","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27121014,5.02264316
"Ambachtsheerensingel 20, 1393RE Nigtevecht","1393RE","20","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27524498,5.02711256
"Dorpsstraat 20, 1393NH Nigtevecht","1393NH","20","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27360134,5.02436521
"Klein Muiden 20, 1393RL Nigtevecht","1393RL","20","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27560596,5.02641351
"Klompweg 20, 1393PJ Nigtevecht","1393PJ","20","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27698862,5.03414904
"Nieuweweg 20, 1393NN Nigtevecht","1393NN","20","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27397294,5.02897908
"Oost en Vecht 20, 1393PW Nigtevecht","1393PW","20","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27566528,5.02904648
"Oostzijdsestraat 20, 1393NZ Nigtevecht","1393NZ","20","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27437471,5.02830054
"Petersburg 20, 1393PT Nigtevecht","1393PT","20","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27637213,5.03054707
"Raadhuishof 20, 1393NX Nigtevecht","1393NX","20","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27496852,5.02847422
"Raadhuisstraat 20, 1393NW Nigtevecht","1393NW","20","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27438657,5.02487968
"Vecht en Gein 20, 1393PZ Nigtevecht","1393PZ","20","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27587446,5.0296495
"Vreelandseweg 20, 1393PG Nigtevecht","1393PG","20","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.26927545,5.02396889
"Dorpsstraat 21, 1393NE Nigtevecht","1393NE","21","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27375942,5.02570938
"Garstenstraat 21, 1393NS Nigtevecht","1393NS","21","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27491385,5.02900066
"Klein Muiden 21, 1393RJ Nigtevecht","1393RJ","21","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27608924,5.02626893
"Klompweg 21, 1393PJ Nigtevecht","1393PJ","21","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28507293,5.0575593
"Nieuweweg 21, 1393NM Nigtevecht","1393NM","21","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27372556,5.02878665
"Petersburg 21, 1393PS Nigtevecht","1393PS","21","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27611491,5.02998707
"Raadhuishof 21, 1393NX Nigtevecht","1393NX","21","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27492281,5.02851751
"Raadhuisstraat 21, 1393NW Nigtevecht","1393NW","21","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27530393,5.02835136
"Vecht en Gein 21, 1393PX Nigtevecht","1393PX","21","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27565106,5.02954507
"Vreelandseweg 21-RW, 1393PC Nigtevecht","1393PC","21-RW","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27109077,5.02287119
"Ambachtsheerensingel 22, 1393RE Nigtevecht","1393RE","22","Ambachtsheerensingel","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27526328,5.02721981
"Dorpsstraat 22, 1393NH Nigtevecht","1393NH","22","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27356548,5.02445444
"Klein Muiden 22, 1393RL Nigtevecht","1393RL","22","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27565809,5.02641426
"Klompweg 22, 1393PJ Nigtevecht","1393PJ","22","Klompweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27650252,5.03452522
"Nieuweweg 22, 1393NN Nigtevecht","1393NN","22","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27403149,5.02884396
"Oost en Vecht 22, 1393PW Nigtevecht","1393PW","22","Oost en Vecht","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27569657,5.0289885
"Oostzijdsestraat 22, 1393NZ Nigtevecht","1393NZ","22","Oostzijdsestraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27440244,5.02837695
"Petersburg 22, 1393PT Nigtevecht","1393PT","22","Petersburg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27641854,5.03064795
"Raadhuishof 22, 1393NX Nigtevecht","1393NX","22","Raadhuishof","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27487658,5.02856463
"Raadhuisstraat 22, 1393NW Nigtevecht","1393NW","22","Raadhuisstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27438135,5.02505408
"Vecht en Gein 22, 1393PZ Nigtevecht","1393PZ","22","Vecht en Gein","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27605003,5.02957542
"Vreelandseweg 22, 1393PG Nigtevecht","1393PG","22","Vreelandseweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.26886607,5.02382544
"Dorpsstraat 23, 1393NE Nigtevecht","1393NE","23","Dorpsstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27373956,5.02580009
"Garstenstraat 23, 1393NS Nigtevecht","1393NS","23","Garstenstraat","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27496314,5.0289528
"Klein Muiden 23, 1393RJ Nigtevecht","1393RJ","23","Klein Muiden","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27614577,5.02644562
"Klompweg 23, 1393PJ Nigtevecht","1393PJ","23","Klompweg","Nigtevecht","Stichtse Vecht","ligplaats",52.28497766,5.05792563
"Nieuweweg 23, 1393NM Nigtevecht","1393NM","23","Nieuweweg","Nigtevecht","Stichtse Vecht","verblijfsobject",52.27374363,5.02858284
