adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Prunuslaan 16, 1394BX Nederhorst den Berg","1394BX","16","Prunuslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25169765,5.04694349
"Reeweg 16, 1394JD Nederhorst den Berg","1394JD","16","Reeweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.27278148,5.04638669
"Reigerlaan 16, 1394CK Nederhorst den Berg","1394CK","16","Reigerlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25548871,5.04582638
"Rembrandt van Rijnhof 16, 1394EJ Nederhorst den Berg","1394EJ","16","Rembrandt van Rijnhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26394845,5.04088793
"Rivièrahof 16, 1394DC Nederhorst den Berg","1394DC","16","Rivièrahof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25348955,5.04810139
"Turfstekerslaan 16, 1394KZ Nederhorst den Berg","1394KZ","16","Turfstekerslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25771194,5.04743944
"Uiterdijksehof 16, 1394JM Nederhorst den Berg","1394JM","16","Uiterdijksehof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25114495,5.04852929
"Vaartweg 16, 1394GL Nederhorst den Berg","1394GL","16","Vaartweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26372411,5.04720311
"Veenderij 16, 1394LB Nederhorst den Berg","1394LB","16","Veenderij","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25799558,5.04568263
"Venenburg 16, 1394NB Nederhorst den Berg","1394NB","16","Venenburg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2533129,5.04918646
"Vincent van Goghstraat 16, 1394EC Nederhorst den Berg","1394EC","16","Vincent van Goghstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26355928,5.03996812
"Voorstraat 16, 1394CT Nederhorst den Berg","1394CT","16","Voorstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2645051,5.04501065
"Vreelandseweg 16, 1394BM Nederhorst den Berg","1394BM","16","Vreelandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25284265,5.04506021
"Wethouder Bloklaan 16, 1394BT Nederhorst den Berg","1394BT","16","Wethouder Bloklaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25153802,5.04769157
"Wilgenlaan 16, 1394JS Nederhorst den Berg","1394JS","16","Wilgenlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24926645,5.04765821
"Zoddeland 16, 1394KR Nederhorst den Berg","1394KR","16","Zoddeland","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25642641,5.04734673
"Dammerweg 16a-GA02, 1394GM Nederhorst den Berg","1394GM","16a-GA02","Dammerweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26719089,5.04632696
"Eilandseweg 16a, 1394JE Nederhorst den Berg","1394JE","16a","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26962472,5.02570236
"Meerhoekweg 16a, 1394JJ Nederhorst den Berg","1394JJ","16a","Meerhoekweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25256497,5.04730972
"Cederlaan 17, 1394JV Nederhorst den Berg","1394JV","17","Cederlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25062575,5.04716708
"Dammerweg 17, 1394GM Nederhorst den Berg","1394GM","17","Dammerweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26750575,5.04642709
"De Biezen 17, 1394LR Nederhorst den Berg","1394LR","17","De Biezen","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25927595,5.04748609
"De Grienden 17, 1394KS Nederhorst den Berg","1394KS","17","De Grienden","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25685962,5.0479732
"Dobbelaan 17, 1394LL Nederhorst den Berg","1394LL","17","Dobbelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26072836,5.04622998
"Dwarsweg 17, 1394AX Nederhorst den Berg","1394AX","17","Dwarsweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25550867,5.07296096
"Eilandseweg 17, 1394JG Nederhorst den Berg","1394JG","17","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26844378,5.02766827
"Esdoornlaan 17, 1394BS Nederhorst den Berg","1394BS","17","Esdoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2511748,5.04640565
"Esdoornlaan 17-TRAF, 1394BS Nederhorst den Berg","1394BS","17-TRAF","Esdoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25104578,5.04627508
"Fazantelaan 17, 1394CH Nederhorst den Berg","1394CH","17","Fazantelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25427819,5.04730455
"Frans Halshof 17, 1394ER Nederhorst den Berg","1394ER","17","Frans Halshof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26502357,5.03972231
"George Hendrik Breitnerlaan 17, 1394ET Nederhorst den Berg","1394ET","17","George Hendrik Breitnerlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26521191,5.04167347
"Hendrik Willem Mesdaglaan 17, 1394GC Nederhorst den Berg","1394GC","17","Hendrik Willem Mesdaglaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26626358,5.04209759
"Hinderdam 17, 1394JB Nederhorst den Berg","1394JB","17","Hinderdam","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.28203612,5.06088492
"Jan Josephsz van Goyenstraat 17, 1394EN Nederhorst den Berg","1394EN","17","Jan Josephsz van Goyenstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26535586,5.03959951
"Jan Steenhof 17, 1394GA Nederhorst den Berg","1394GA","17","Jan Steenhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26606751,5.04018293
"Johannes Bosboomlaan 17, 1394EW Nederhorst den Berg","1394EW","17","Johannes Bosboomlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26644189,5.03912527
"Johannes Vermeerhof 17, 1394GG Nederhorst den Berg","1394GG","17","Johannes Vermeerhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26584256,5.04294959
"Jozef Israëlslaan 17, 1394EK Nederhorst den Berg","1394EK","17","Jozef Israëlslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26416787,5.04125181
"Kastanjelaan 17, 1394CB Nederhorst den Berg","1394CB","17","Kastanjelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25222774,5.04585719
"Kievitslaan 17, 1394CP Nederhorst den Berg","1394CP","17","Kievitslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25465462,5.04693554
"Lange Wetering 17, 1394KC Nederhorst den Berg","1394KC","17","Lange Wetering","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25745568,5.04584495
"Legakker 17, 1394KV Nederhorst den Berg","1394KV","17","Legakker","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25735298,5.04763258
"Lijsterlaan 17, 1394CD Nederhorst den Berg","1394CD","17","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25372759,5.04648863
"Machineweg 17, 1394AS Nederhorst den Berg","1394AS","17","Machineweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.252227,5.07939175
"Meerlaan 17, 1394AB Nederhorst den Berg","1394AB","17","Meerlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25248826,5.04996889
"Meidoornhof 17, 1394JP Nederhorst den Berg","1394JP","17","Meidoornhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2523108,5.0463031
"Meidoornlaan 17, 1394BZ Nederhorst den Berg","1394BZ","17","Meidoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25169577,5.04650693
"Meindert Hobbemastraat 17, 1394EE Nederhorst den Berg","1394EE","17","Meindert Hobbemastraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26432124,5.03928834
"Middenweg 17, 1394AC Nederhorst den Berg","1394AC","17","Middenweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24996417,5.0633578
"Nieuw Walden 17, 1394PA Nederhorst den Berg","1394PA","17","Nieuw Walden","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25282064,5.08303418
"Olmenlaan 17, 1394JT Nederhorst den Berg","1394JT","17","Olmenlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25040777,5.04800859
"Patrijslaan 17, 1394CM Nederhorst den Berg","1394CM","17","Patrijslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25497683,5.04646442
"Paulus Potterstraat 17, 1394EZ Nederhorst den Berg","1394EZ","17","Paulus Potterstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26640895,5.04015097
"Pieter de Hooghlaan 17, 1394GJ Nederhorst den Berg","1394GJ","17","Pieter de Hooghlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26611564,5.04435756
"Prunuslaan 17, 1394BW Nederhorst den Berg","1394BW","17","Prunuslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25160844,5.04717848
"Rembrandt van Rijnhof 17, 1394EH Nederhorst den Berg","1394EH","17","Rembrandt van Rijnhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26398866,5.03927629
"Rivièrahof 17, 1394DB Nederhorst den Berg","1394DB","17","Rivièrahof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25379379,5.04763044
"Torenweg 17, 1394EA Nederhorst den Berg","1394EA","17","Torenweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26269229,5.04191355
"Uiterdijksehof 17, 1394JK Nederhorst den Berg","1394JK","17","Uiterdijksehof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25115566,5.04912962
"Vaartweg 17, 1394GL Nederhorst den Berg","1394GL","17","Vaartweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2637701,5.04756897
"Veenderij 17, 1394LA Nederhorst den Berg","1394LA","17","Veenderij","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25801135,5.04529877
"Venenburg 17, 1394NB Nederhorst den Berg","1394NB","17","Venenburg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25286448,5.0495267
"Voorstraat 17, 1394CT Nederhorst den Berg","1394CT","17","Voorstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2645267,5.04501434
"Vreelandseweg 17, 1394BL Nederhorst den Berg","1394BL","17","Vreelandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25200346,5.04512569
"Wethouder Bloklaan 17, 1394BT Nederhorst den Berg","1394BT","17","Wethouder Bloklaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25124094,5.04796561
"Wilgenlaan 17, 1394JS Nederhorst den Berg","1394JS","17","Wilgenlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24963344,5.04726273
"Zoddeland 17-GA, 1394KP Nederhorst den Berg","1394KP","17-GA","Zoddeland","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25662452,5.04747703
"Dwarsweg 17a, 1394AX Nederhorst den Berg","1394AX","17a","Dwarsweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25530101,5.0729769
"Eilandseweg 17a, 1394JG Nederhorst den Berg","1394JG","17a","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26859969,5.02735913
"Meerlaan 17a, 1394AB Nederhorst den Berg","1394AB","17a","Meerlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25248826,5.04996889
"Venenburg 17a, 1394NB Nederhorst den Berg","1394NB","17a","Venenburg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25286448,5.0495267
"Dwarsweg 17b, 1394AX Nederhorst den Berg","1394AX","17b","Dwarsweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25461943,5.07301642
"Anton Mauvelaan 18, 1394EM Nederhorst den Berg","1394EM","18","Anton Mauvelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26503127,5.03928279
"Blijklaan 18, 1394KB Nederhorst den Berg","1394KB","18","Blijklaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26083866,5.04603385
"Cederlaan 18, 1394JV Nederhorst den Berg","1394JV","18","Cederlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25062931,5.04576614
"De Biezen 18, 1394LS Nederhorst den Berg","1394LS","18","De Biezen","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25959191,5.04796702
"De Kooi 18, 1394NE Nederhorst den Berg","1394NE","18","De Kooi","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25586974,5.04783678
"De Vijnen 18, 1394KM Nederhorst den Berg","1394KM","18","De Vijnen","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25654785,5.04582262
"Dobbelaan 18, 1394LN Nederhorst den Berg","1394LN","18","Dobbelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26047126,5.04746232
"Dwarsweg 18, 1394AZ Nederhorst den Berg","1394AZ","18","Dwarsweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25605283,5.0748251
"Eilandseweg 18, 1394JG Nederhorst den Berg","1394JG","18","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26542996,5.02833694
"Esdoornlaan 18, 1394BS Nederhorst den Berg","1394BS","18","Esdoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25115708,5.04649365
"Fazantelaan 18, 1394CJ Nederhorst den Berg","1394CJ","18","Fazantelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25425287,5.0478759
"Frans Halshof 18, 1394ES Nederhorst den Berg","1394ES","18","Frans Halshof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26504623,5.04131885
"Gebroeders Marislaan 18, 1394ED Nederhorst den Berg","1394ED","18","Gebroeders Marislaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2639964,5.03885143
"Hinderdam 18, 1394JB Nederhorst den Berg","1394JB","18","Hinderdam","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.28321953,5.06025804
"Jacob van Ruysdaelstraat 18, 1394GH Nederhorst den Berg","1394GH","18","Jacob van Ruysdaelstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26555441,5.04298488
"Jan Josephsz van Goyenstraat 18, 1394EP Nederhorst den Berg","1394EP","18","Jan Josephsz van Goyenstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26561721,5.04075604
"Jan Steenhof 18, 1394GB Nederhorst den Berg","1394GB","18","Jan Steenhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26609008,5.04175021
"Johannes Bosboomlaan 18, 1394EX Nederhorst den Berg","1394EX","18","Johannes Bosboomlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2660931,5.03971396
"Jozef Israëlslaan 18, 1394EK Nederhorst den Berg","1394EK","18","Jozef Israëlslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26407779,5.0420881
"Kievitslaan 18, 1394CR Nederhorst den Berg","1394CR","18","Kievitslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25449569,5.04709494
"Lange Wetering 18, 1394KH Nederhorst den Berg","1394KH","18","Lange Wetering","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25769156,5.04660475
"Legakker 18-GA, 1394KW Nederhorst den Berg","1394KW","18-GA","Legakker","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25716334,5.04745757
"Lijsterlaan 18, 1394CG Nederhorst den Berg","1394CG","18","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25486648,5.04560119
"Machineweg 18, 1394AV Nederhorst den Berg","1394AV","18","Machineweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25184312,5.08039022
"Meerhoekweg 18, 1394JJ Nederhorst den Berg","1394JJ","18","Meerhoekweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25254094,5.04750355
"Meidoornhof 18, 1394JP Nederhorst den Berg","1394JP","18","Meidoornhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25229732,5.0463032
"Meidoornlaan 18, 1394CA Nederhorst den Berg","1394CA","18","Meidoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25191141,5.04626821
"Meindert Hobbemastraat 18, 1394EG Nederhorst den Berg","1394EG","18","Meindert Hobbemastraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26454878,5.04025337
"Middenweg 18, 1394AK Nederhorst den Berg","1394AK","18","Middenweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24840319,5.05372205
"Nieuw Walden 18, 1394PB Nederhorst den Berg","1394PB","18","Nieuw Walden","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25251959,5.08130817
"Patrijslaan 18, 1394CN Nederhorst den Berg","1394CN","18","Patrijslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25482433,5.04656811
"Pieter de Hooghlaan 18, 1394GK Nederhorst den Berg","1394GK","18","Pieter de Hooghlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26565574,5.04383374
"Platanenlaan 18, 1394JR Nederhorst den Berg","1394JR","18","Platanenlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24997773,5.0472009
"Prunuslaan 18, 1394BX Nederhorst den Berg","1394BX","18","Prunuslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25165271,5.04694384
"Reeweg 18, 1394JD Nederhorst den Berg","1394JD","18","Reeweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.27307875,5.04661883
"Rembrandt van Rijnhof 18, 1394EJ Nederhorst den Berg","1394EJ","18","Rembrandt van Rijnhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26401137,5.04088744
"Rivièrahof 18, 1394DC Nederhorst den Berg","1394DC","18","Rivièrahof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25340862,5.04808737
"Turfstekerslaan 18, 1394KZ Nederhorst den Berg","1394KZ","18","Turfstekerslaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25764722,5.04753477
"Uiterdijksehof 18, 1394JM Nederhorst den Berg","1394JM","18","Uiterdijksehof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25098427,5.04891126
"Vaartweg 18, 1394GL Nederhorst den Berg","1394GL","18","Vaartweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26373042,5.04784484
"Veenderij 18, 1394LB Nederhorst den Berg","1394LB","18","Veenderij","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25804951,5.04571093
"Venenburg 18, 1394NB Nederhorst den Berg","1394NB","18","Venenburg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25340169,5.04880502
"Vincent van Goghstraat 18, 1394EC Nederhorst den Berg","1394EC","18","Vincent van Goghstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26355906,5.03989488
"Voorstraat 18, 1394CT Nederhorst den Berg","1394CT","18","Voorstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26458911,5.04483808
"Vreelandseweg 18, 1394BM Nederhorst den Berg","1394BM","18","Vreelandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25280653,5.04500191
"Wethouder Bloklaan 18, 1394BT Nederhorst den Berg","1394BT","18","Wethouder Bloklaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25148401,5.0476627
"Wilgenlaan 18, 1394JS Nederhorst den Berg","1394JS","18","Wilgenlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.24925788,5.0477298
"Zoddeland 18, 1394KR Nederhorst den Berg","1394KR","18","Zoddeland","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25642666,5.0474346
"Dwarsweg 18a, 1394AZ Nederhorst den Berg","1394AZ","18a","Dwarsweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25597058,5.07431308
"Eilandseweg 18a, 1394JG Nederhorst den Berg","1394JG","18a","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26514115,5.02819756
"Lijsterlaan 18a-GA, 1394CG Nederhorst den Berg","1394CG","18a-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25497497,5.04582003
"Voorstraat 18A, 1394CT Nederhorst den Berg","1394CT","18A","Voorstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.264582,5.04494968
"Lijsterlaan 18b-GA, 1394CG Nederhorst den Berg","1394CG","18b-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25500185,5.04579054
"Lijsterlaan 18c-GA, 1394CG Nederhorst den Berg","1394CG","18c-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25501974,5.04576111
"Lijsterlaan 18d-GA, 1394CG Nederhorst den Berg","1394CG","18d-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25504666,5.04574626
"Lijsterlaan 18e-GA, 1394CG Nederhorst den Berg","1394CG","18e-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25506455,5.04571683
"Lijsterlaan 18f-GA, 1394CG Nederhorst den Berg","1394CG","18f-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25508244,5.0456874
"Lijsterlaan 18g-GA, 1394CG Nederhorst den Berg","1394CG","18g-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25510932,5.0456579
"Lijsterlaan 18h-GA, 1394CG Nederhorst den Berg","1394CG","18h-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25512721,5.04562848
"Lijsterlaan 18i-GA, 1394CG Nederhorst den Berg","1394CG","18i-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25515388,5.04560361
"Lijsterlaan 18j-GA, 1394CG Nederhorst den Berg","1394CG","18j-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25517202,5.0455842
"Lijsterlaan 18k-GA, 1394CG Nederhorst den Berg","1394CG","18k-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25518991,5.04555477
"Lijsterlaan 18l-GA, 1394CG Nederhorst den Berg","1394CG","18l-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25528941,5.04577369
"Lijsterlaan 18m-GA, 1394CG Nederhorst den Berg","1394CG","18m-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25528045,5.04578864
"Lijsterlaan 18n-GA, 1394CG Nederhorst den Berg","1394CG","18n-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25526623,5.04580617
"Lijsterlaan 18o-GA, 1394CG Nederhorst den Berg","1394CG","18o-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25525084,5.0458276
"Lijsterlaan 18p-GA, 1394CG Nederhorst den Berg","1394CG","18p-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25523664,5.0458529
"Lijsterlaan 18q-GA, 1394CG Nederhorst den Berg","1394CG","18q-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25521536,5.04589181
"Lijsterlaan 18r-GA, 1394CG Nederhorst den Berg","1394CG","18r-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25519995,5.04592083
"Lijsterlaan 18s-GA, 1394CG Nederhorst den Berg","1394CG","18s-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25517866,5.04594829
"Lijsterlaan 18t-GA, 1394CG Nederhorst den Berg","1394CG","18t-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25515974,5.04598681
"Lijsterlaan 18u-GA, 1394CG Nederhorst den Berg","1394CG","18u-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25514146,5.04601783
"Lijsterlaan 18v-GA, 1394CG Nederhorst den Berg","1394CG","18v-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25512023,5.04604888
"Lijsterlaan 18w-GA, 1394CG Nederhorst den Berg","1394CG","18w-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25509253,5.04606811
"Lijsterlaan 18x-GA, 1394CG Nederhorst den Berg","1394CG","18x-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25507463,5.04609753
"Lijsterlaan 18y-GA, 1394CG Nederhorst den Berg","1394CG","18y-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25505974,5.04612594
"Lijsterlaan 18z-GA, 1394CG Nederhorst den Berg","1394CG","18z-GA","Lijsterlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25504134,5.04615858
"Cederlaan 19, 1394JV Nederhorst den Berg","1394JV","19","Cederlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25060736,5.04728657
"De Biezen 19, 1394LR Nederhorst den Berg","1394LR","19","De Biezen","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25936587,5.04750005
"De Grienden 19, 1394KS Nederhorst den Berg","1394KS","19","De Grienden","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25683164,5.04797665
"Dobbelaan 19, 1394LL Nederhorst den Berg","1394LL","19","Dobbelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26072849,5.04627392
"Eilandseweg 19, 1394JG Nederhorst den Berg","1394JG","19","Eilandseweg","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26432253,5.02770133
"Eilandseweg 19-ws01, 1394JG Nederhorst den Berg","1394JG","19-ws01","Eilandseweg","Nederhorst den Berg","Wijdemeren","ligplaats",52.2637569,5.02774306
"Esdoornlaan 19, 1394BS Nederhorst den Berg","1394BS","19","Esdoornlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25112151,5.04662572
"Fazantelaan 19, 1394CH Nederhorst den Berg","1394CH","19","Fazantelaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.25431431,5.04736285
"Frans Halshof 19, 1394ER Nederhorst den Berg","1394ER","19","Frans Halshof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.2650775,5.03972189
"George Hendrik Breitnerlaan 19, 1394ET Nederhorst den Berg","1394ET","19","George Hendrik Breitnerlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26527478,5.04165834
"Hendrik Willem Mesdaglaan 19, 1394GC Nederhorst den Berg","1394GC","19","Hendrik Willem Mesdaglaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26631395,5.04210302
"Hinderdam 19, 1394JB Nederhorst den Berg","1394JB","19","Hinderdam","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.28207122,5.06102851
"Jan Josephsz van Goyenstraat 19, 1394EN Nederhorst den Berg","1394EN","19","Jan Josephsz van Goyenstraat","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26535561,5.03951549
"Jan Steenhof 19, 1394GA Nederhorst den Berg","1394GA","19","Jan Steenhof","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26611249,5.04019723
"Johannes Bosboomlaan 19, 1394EW Nederhorst den Berg","1394EW","19","Johannes Bosboomlaan","Nederhorst den Berg","Wijdemeren","verblijfsobject",52.26653177,5.03912457
