adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Meerhoekweg 8f, 1394JJ Nederhorst den Berg",1394JJ,8f,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25265342,5.04640072
"Meerhoekweg 8g, 1394JJ Nederhorst den Berg",1394JJ,8g,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25261104,5.04635941
"Meerhoekweg 8h, 1394JJ Nederhorst den Berg",1394JJ,8h,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25267411,5.04641497
"Acacialaan 9, 1394BV Nederhorst den Berg",1394BV,9,Acacialaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25222032,5.04742277
"Aelbert Cuypstraat 9, 1394GE Nederhorst den Berg",1394GE,9,Aelbert Cuypstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26603983,5.04301043
"Ankeveensepad 9, 1394GW Nederhorst den Berg",1394GW,9,Ankeveensepad,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26435116,5.05168173
"Anton Mauvelaan 9, 1394EL Nederhorst den Berg",1394EL,9,Anton Mauvelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26505655,5.03871129
"Brugstraat 9, 1394CV Nederhorst den Berg",1394CV,9,Brugstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26379705,5.04444866
"Cederlaan 9, 1394JV Nederhorst den Berg",1394JV,9,Cederlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25077393,5.04633319
"Dammerweg 9, 1394GM Nederhorst den Berg",1394GM,9,Dammerweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26624698,5.04626094
"De Biezen 9, 1394LR Nederhorst den Berg",1394LR,9,De Biezen,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25894311,5.0473861
"De Grienden 9, 1394KS Nederhorst den Berg",1394KS,9,De Grienden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25702738,5.04797673
"Dobbelaan 9, 1394LL Nederhorst den Berg",1394LL,9,Dobbelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26043177,5.04623225
"Dwarsweg 9, 1394AX Nederhorst den Berg",1394AX,9,Dwarsweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25519999,5.07507346
"Eilandseweg 9, 1394JE Nederhorst den Berg",1394JE,9,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.27389035,5.03259416
"Esdoornlaan 9, 1394BR Nederhorst den Berg",1394BR,9,Esdoornlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25133425,5.045599
"Fazantelaan 9, 1394CH Nederhorst den Berg",1394CH,9,Fazantelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25415152,5.04701261
"Frans Halshof 9, 1394ER Nederhorst den Berg",1394ER,9,Frans Halshof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26478994,5.03973879
"George Hendrik Breitnerlaan 9, 1394ET Nederhorst den Berg",1394ET,9,George Hendrik Breitnerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26497398,5.04169113
"Hendrik Willem Mesdaglaan 9, 1394GC Nederhorst den Berg",1394GC,9,Hendrik Willem Mesdaglaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26602882,5.04213841
"Hinderdam 9, 1394JB Nederhorst den Berg",1394JB,9,Hinderdam,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.282354,5.05928255
"Jacob van Ruysdaelstraat 9, 1394GH Nederhorst den Berg",1394GH,9,Jacob van Ruysdaelstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26521236,5.04228251
"Jan Josephsz van Goyenstraat 9, 1394EN Nederhorst den Berg",1394EN,9,Jan Josephsz van Goyenstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26534148,5.04051349
"Jan Steenhof 9, 1394GA Nederhorst den Berg",1394GA,9,Jan Steenhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26583392,5.04021405
"Johannes Bosboomlaan 9, 1394EW Nederhorst den Berg",1394EW,9,Johannes Bosboomlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26603736,5.03909914
"Johannes Vermeerhof 9, 1394GG Nederhorst den Berg",1394GG,9,Johannes Vermeerhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26583447,5.04348078
"Jozef Israëlslaan 9, 1394EK Nederhorst den Berg",1394EK,9,Jozef Israëlslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26392882,5.04128526
"Kastanjelaan 9, 1394CB Nederhorst den Berg",1394CB,9,Kastanjelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2522535,5.04542861
"Kievitslaan 9, 1394CP Nederhorst den Berg",1394CP,9,Kievitslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25451879,5.04658509
"Kooikerboog 9, 1394ND Nederhorst den Berg",1394ND,9,Kooikerboog,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25514555,5.04887964
"Lange Wetering 9, 1394KC Nederhorst den Berg",1394KC,9,Lange Wetering,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25731044,5.04534809
"Legakker 9, 1394KV Nederhorst den Berg",1394KV,9,Legakker,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25737876,5.04722229
"Lijsterlaan 9, 1394CD Nederhorst den Berg",1394CD,9,Lijsterlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25346665,5.04638811
"Machineweg 9, 1394AS Nederhorst den Berg",1394AS,9,Machineweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25141849,5.07954378
"Meerlaan 9, 1394AA Nederhorst den Berg",1394AA,9,Meerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25264857,5.04945511
"Meidoornhof 9, 1394JP Nederhorst den Berg",1394JP,9,Meidoornhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25241865,5.04630227
"Meidoornlaan 9, 1394BZ Nederhorst den Berg",1394BZ,9,Meidoornlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25188785,5.04656306
"Meindert Hobbemastraat 9, 1394EE Nederhorst den Berg",1394EE,9,Meindert Hobbemastraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26435066,5.04012308
"Middenweg 9, 1394AC Nederhorst den Berg",1394AC,9,Middenweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.24979527,5.06073206
"Nieuw Walden 9, 1394PA Nederhorst den Berg",1394PA,9,Nieuw Walden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25224566,5.08312598
"Olmenlaan 9, 1394JT Nederhorst den Berg",1394JT,9,Olmenlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25021196,5.04781786
"Patrijslaan 9, 1394CM Nederhorst den Berg",1394CM,9,Patrijslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25485919,5.04618706
"Paulus Potterstraat 9, 1394EZ Nederhorst den Berg",1394EZ,9,Paulus Potterstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26642048,5.04101519
"Pieter de Hooghlaan 9, 1394GJ Nederhorst den Berg",1394GJ,9,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26634936,5.04437041
"Prunuslaan 9, 1394BW Nederhorst den Berg",1394BW,9,Prunuslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25181586,5.04729603
"Reeweg 9, 1394JD Nederhorst den Berg",1394JD,9,Reeweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2714819,5.0463647
"Rembrandt van Rijnhof 9, 1394EH Nederhorst den Berg",1394EH,9,Rembrandt van Rijnhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26374604,5.03929284
"Rietsnijderslaan 9, 1394LC Nederhorst den Berg",1394LC,9,Rietsnijderslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25831537,5.04787423
"Rivièrahof 9, 1394DB Nederhorst den Berg",1394DB,9,Rivièrahof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25346926,5.04729608
"Slotlaan 9, 1394BK Nederhorst den Berg",1394BK,9,Slotlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26000223,5.04377482
"Torenweg 9, 1394EA Nederhorst den Berg",1394EA,9,Torenweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26307948,5.04186147
"Turfstekerslaan 9, 1394KX Nederhorst den Berg",1394KX,9,Turfstekerslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25799933,5.04736401
"Uiterdijksehof 9, 1394JK Nederhorst den Berg",1394JK,9,Uiterdijksehof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25140589,5.04862981
"Veenderij 9, 1394LA Nederhorst den Berg",1394LA,9,Veenderij,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25780419,5.04523716
"Venenburg 9, 1394NB Nederhorst den Berg",1394NB,9,Venenburg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25282105,5.05005424
"Voorstraat 9, 1394CS Nederhorst den Berg",1394CS,9,Voorstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26409508,5.04494442
"Vreelandseweg 9, 1394BL Nederhorst den Berg",1394BL,9,Vreelandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25239631,5.04509547
"Wethouder Bloklaan 9, 1394BT Nederhorst den Berg",1394BT,9,Wethouder Bloklaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25186292,5.04815772
"Wilgenlaan 9, 1394JS Nederhorst den Berg",1394JS,9,Wilgenlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.24968894,5.04693328
"Zoddeland 9, 1394KP Nederhorst den Berg",1394KP,9,Zoddeland,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25672233,5.04711013
"Lijsterlaan 9a-GA, 1394CD Nederhorst den Berg",1394CD,9a-GA,Lijsterlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2535826,5.04607968
"Meerlaan 9a, 1394AA Nederhorst den Berg",1394AA,9a,Meerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25264857,5.04945511
"Middenweg 9A, 1394AC Nederhorst den Berg",1394AC,9A,Middenweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.24960139,5.06106889
"Pieter de Hooghlaan 9a-GA, 1394GJ Nederhorst den Berg",1394GJ,9a-GA,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26636819,5.04466325
"Eilandseweg 9b, 1394JE Nederhorst den Berg",1394JE,9b,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2734937,5.03235891
"Pieter de Hooghlaan 9b-GA, 1394GJ Nederhorst den Berg",1394GJ,9b-GA,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26639515,5.04466304
"Eilandseweg 9C, 1394JE Nederhorst den Berg",1394JE,9C,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2717595,5.03219352
"Pieter de Hooghlaan 9c-GA, 1394GJ Nederhorst den Berg",1394GJ,9c-GA,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26642211,5.04466283
"Pieter de Hooghlaan 9d-GA, 1394GJ Nederhorst den Berg",1394GJ,9d-GA,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26644009,5.04466269
"Acacialaan 10, 1394BV Nederhorst den Berg",1394BV,10,Acacialaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25222066,5.04753992
"Aelbert Cuypstraat 10, 1394GE Nederhorst den Berg",1394GE,10,Aelbert Cuypstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2663903,5.04299307
"Ankeveensepad 10, 1394GW Nederhorst den Berg",1394GW,10,Ankeveensepad,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26442446,5.05326227
"Anton Mauvelaan 10, 1394EM Nederhorst den Berg",1394EM,10,Anton Mauvelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26479767,5.03931391
"Blijklaan 10, 1394KB Nederhorst den Berg",1394KB,10,Blijklaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26096996,5.04605615
"Brugstraat 10, 1394CV Nederhorst den Berg",1394CV,10,Brugstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26389574,5.04438931
"Cederlaan 10, 1394JV Nederhorst den Berg",1394JV,10,Cederlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25056544,5.04580138
"Dammerweg 10, 1394GM Nederhorst den Berg",1394GM,10,Dammerweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26643563,5.0462302
"De Biezen 10, 1394LS Nederhorst den Berg",1394LS,10,De Biezen,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25920514,5.04786744
"De Grienden 10, 1394KT Nederhorst den Berg",1394KT,10,De Grienden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25686781,5.04769486
"De Kooi 10, 1394NE Nederhorst den Berg",1394NE,10,De Kooi,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25544986,5.0476346
"De Vijnen 10, 1394KM Nederhorst den Berg",1394KM,10,De Vijnen,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25665451,5.04541171
"Dobbelaan 10, 1394LN Nederhorst den Berg",1394LN,10,Dobbelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26047034,5.04714008
"Dwarsweg 10, 1394AZ Nederhorst den Berg",1394AZ,10,Dwarsweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25617449,5.07665498
"Eilandseweg 10, 1394JE Nederhorst den Berg",1394JE,10,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.27161313,5.03115866
"Eilandseweg 10-TRAF, 1394JE Nederhorst den Berg",1394JE,10-TRAF,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.27161876,5.03093479
"Eilandseweg 10-ws01, 1394JE Nederhorst den Berg",1394JE,10-ws01,Eilandseweg,Nederhorst den Berg,Wijdemeren,ligplaats,52.27246266,5.0316803
"Eilandseweg 10-ws02, 1394JE Nederhorst den Berg",1394JE,10-ws02,Eilandseweg,Nederhorst den Berg,Wijdemeren,ligplaats,52.27224105,5.03161077
"Eksterlaan 10, 1394CL Nederhorst den Berg",1394CL,10,Eksterlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25520097,5.04627231
"Esdoornlaan 10, 1394BR Nederhorst den Berg",1394BR,10,Esdoornlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25131653,5.045687
"Fazantelaan 10, 1394CJ Nederhorst den Berg",1394CJ,10,Fazantelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25406321,5.04755515
"Frans Halshof 10, 1394ES Nederhorst den Berg",1394ES,10,Frans Halshof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26481182,5.04107165
"Gebroeders Marislaan 10, 1394ED Nederhorst den Berg",1394ED,10,Gebroeders Marislaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2637628,5.03888255
"George Hendrik Breitnerlaan 10, 1394EV Nederhorst den Berg",1394EV,10,George Hendrik Breitnerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26452802,5.04271034
"Hendrik Willem Mesdaglaan 10, 1394GD Nederhorst den Berg",1394GD,10,Hendrik Willem Mesdaglaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26640519,5.04257012
"Hinderdam 10, 1394JB Nederhorst den Berg",1394JB,10,Hinderdam,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.28221995,5.05956197
"Hoepelbuigerslaan 10, 1394LG Nederhorst den Berg",1394LG,10,Hoepelbuigerslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25831369,5.04728838
"Jacob van Ruysdaelstraat 10, 1394GH Nederhorst den Berg",1394GH,10,Jacob van Ruysdaelstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26550841,5.04339827
"Jan Josephsz van Goyenstraat 10, 1394EP Nederhorst den Berg",1394EP,10,Jan Josephsz van Goyenstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26562186,5.04112422
"Jan Steenhof 10, 1394GB Nederhorst den Berg",1394GB,10,Jan Steenhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26585571,5.04151765
"Johannes Bosboomlaan 10, 1394EX Nederhorst den Berg",1394EX,10,Johannes Bosboomlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26583808,5.03972335
"Jozef Israëlslaan 10, 1394EK Nederhorst den Berg",1394EK,10,Jozef Israëlslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26407779,5.0420881
"Kastanjelaan 10, 1394CC Nederhorst den Berg",1394CC,10,Kastanjelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25191505,5.04572475
"Kievitslaan 10, 1394CR Nederhorst den Berg",1394CR,10,Kievitslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25438457,5.04679115
"Kooikerboog 10, 1394ND Nederhorst den Berg",1394ND,10,Kooikerboog,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.255271,5.04874688
"Lange Wetering 10, 1394KH Nederhorst den Berg",1394KH,10,Lange Wetering,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25753856,5.04653269
"Legakker 10, 1394KW Nederhorst den Berg",1394KW,10,Legakker,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25705495,5.04713688
"Lijsterlaan 10, 1394CG Nederhorst den Berg",1394CG,10,Lijsterlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25357602,5.04691449
"Meerhoekweg 10, 1394JJ Nederhorst den Berg",1394JJ,10,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25262194,5.04694359
"Meidoornhof 10, 1394JP Nederhorst den Berg",1394JP,10,Meidoornhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25240517,5.04630238
"Meindert Hobbemastraat 10, 1394EG Nederhorst den Berg",1394EG,10,Meindert Hobbemastraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26457703,5.04069261
"Nieuw Walden 10, 1394PB Nederhorst den Berg",1394PB,10,Nieuw Walden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25290632,5.08140803
"Overmeerseweg 10, 1394BC Nederhorst den Berg",1394BC,10,Overmeerseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26296458,5.04566082
"Patrijslaan 10, 1394CN Nederhorst den Berg",1394CN,10,Patrijslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25467977,5.0463056
"Philips van Wassenaerln 10, 1394GZ Nederhorst den Berg",1394GZ,10,Philips van Wassenaerln,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26716471,5.04689232
"Pieter de Hooghlaan 10, 1394GK Nederhorst den Berg",1394GK,10,Pieter de Hooghlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26623091,5.04381465
"Platanenlaan 10, 1394JR Nederhorst den Berg",1394JR,10,Platanenlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25009028,5.04663776
"Prunuslaan 10, 1394BX Nederhorst den Berg",1394BX,10,Prunuslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25185069,5.04703019
"Reeweg 10, 1394JD Nederhorst den Berg",1394JD,10,Reeweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.27137666,5.04609536
"Reigerlaan 10, 1394CK Nederhorst den Berg",1394CK,10,Reigerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2553789,5.04564119
"Rembrandt van Rijnhof 10, 1394EJ Nederhorst den Berg",1394EJ,10,Rembrandt van Rijnhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26376801,5.04065496
"Rivièrahof 10, 1394DC Nederhorst den Berg",1394DC,10,Rivièrahof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25353327,5.04767636
"Slotlaan 10, 1394BK Nederhorst den Berg",1394BK,10,Slotlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2599394,5.0438046
"Sniplaan 10, 1394BA Nederhorst den Berg",1394BA,10,Sniplaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.24930832,5.0981264
"Turfstekerslaan 10, 1394KZ Nederhorst den Berg",1394KZ,10,Turfstekerslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25767318,5.04718642
"Uiterdijksehof 10, 1394JM Nederhorst den Berg",1394JM,10,Uiterdijksehof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25118909,5.04825071
"Vaartweg 10, 1394GL Nederhorst den Berg",1394GL,10,Vaartweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26371276,5.04638289
"Veenderij 10, 1394LB Nederhorst den Berg",1394LB,10,Veenderij,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25785541,5.04562468
"Venenburg 10, 1394NB Nederhorst den Berg",1394NB,10,Venenburg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25313445,5.04964181
"Vincent van Goghstraat 10, 1394EC Nederhorst den Berg",1394EC,10,Vincent van Goghstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26356009,5.04024643
"Voorstraat 10, 1394CS Nederhorst den Berg",1394CS,10,Voorstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26417597,5.04494379
"Vreelandseweg 10, 1394BM Nederhorst den Berg",1394BM,10,Vreelandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25301299,5.04491246
"Wethouder Bloklaan 10, 1394BT Nederhorst den Berg",1394BT,10,Wethouder Bloklaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25175406,5.04780708
"Wilgenlaan 10, 1394JS Nederhorst den Berg",1394JS,10,Wilgenlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.24920314,5.04767678
"Zoddeland 10, 1394KR Nederhorst den Berg",1394KR,10,Zoddeland,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2564608,5.04680456
"Ankeveensepad 10A, 1394GW Nederhorst den Berg",1394GW,10A,Ankeveensepad,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26445256,5.05345974
"Meerhoekweg 10a, 1394JJ Nederhorst den Berg",1394JJ,10a,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25259645,5.04692977
"Nieuw Walden 10A, 1394PB Nederhorst den Berg",1394PB,10A,Nieuw Walden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2528934,5.08127872
"Voorstraat 10a, 1394CS Nederhorst den Berg",1394CS,10a,Voorstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26416631,5.04470949
"Meerhoekweg 10b, 1394JJ Nederhorst den Berg",1394JJ,10b,Meerhoekweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25260907,5.04683027
"Eilandseweg 10c, 1394JE Nederhorst den Berg",1394JE,10c,Eilandseweg,Nederhorst den Berg,Wijdemeren,ligplaats,52.27191977,5.03058997
"Acacialaan 11, 1394BV Nederhorst den Berg",1394BV,11,Acacialaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25219382,5.04758406
"Aelbert Cuypstraat 11, 1394GE Nederhorst den Berg",1394GE,11,Aelbert Cuypstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26610274,5.04300994
"Ankeveensepad 11, 1394GW Nederhorst den Berg",1394GW,11,Ankeveensepad,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26450894,5.05453606
"Anton Mauvelaan 11, 1394EL Nederhorst den Berg",1394EL,11,Anton Mauvelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2651644,5.03871045
"Cederlaan 11, 1394JV Nederhorst den Berg",1394JV,11,Cederlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.250753,5.04647028
"Dammerweg 11, 1394GM Nederhorst den Berg",1394GM,11,Dammerweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26648121,5.04617233
"De Biezen 11, 1394LR Nederhorst den Berg",1394LR,11,De Biezen,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25902405,5.04740013
"De Grienden 11, 1394KS Nederhorst den Berg",1394KS,11,De Grienden,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25700471,5.0479829
"Dobbelaan 11, 1394LL Nederhorst den Berg",1394LL,11,Dobbelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26047527,5.04620177
"Dwarsweg 11, 1394AX Nederhorst den Berg",1394AX,11,Dwarsweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25552228,5.07472631
"Eilandseweg 11, 1394JE Nederhorst den Berg",1394JE,11,Eilandseweg,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.27160848,5.02666085
"Esdoornlaan 11, 1394BR Nederhorst den Berg",1394BR,11,Esdoornlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25129894,5.04581893
"Fazantelaan 11, 1394CH Nederhorst den Berg",1394CH,11,Fazantelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25418769,5.04708556
"Frans Halshof 11, 1394ER Nederhorst den Berg",1394ER,11,Frans Halshof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.2648439,5.03975301
"George Hendrik Breitnerlaan 11, 1394ET Nederhorst den Berg",1394ET,11,George Hendrik Breitnerlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26503724,5.04169113
"Hendrik Willem Mesdaglaan 11, 1394GC Nederhorst den Berg",1394GC,11,Hendrik Willem Mesdaglaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26608036,5.04213606
"Jan Josephsz van Goyenstraat 11, 1394EN Nederhorst den Berg",1394EN,11,Jan Josephsz van Goyenstraat,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26533998,5.04040885
"Jan Steenhof 11, 1394GA Nederhorst den Berg",1394GA,11,Jan Steenhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26587886,5.0402137
"Johannes Bosboomlaan 11, 1394EW Nederhorst den Berg",1394EW,11,Johannes Bosboomlaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26610926,5.03909857
"Johannes Vermeerhof 11, 1394GG Nederhorst den Berg",1394GG,11,Johannes Vermeerhof,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26590595,5.04333374
"Jozef Israëlslaan 11, 1394EK Nederhorst den Berg",1394EK,11,Jozef Israëlslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.26398343,5.0412768
"Kastanjelaan 11, 1394CB Nederhorst den Berg",1394CB,11,Kastanjelaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25224845,5.0455316
"Kievitslaan 11, 1394CP Nederhorst den Berg",1394CP,11,Kievitslaan,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25455517,5.04673126
"Kooikerboog 11, 1394ND Nederhorst den Berg",1394ND,11,Kooikerboog,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25536923,5.04852644
"Lange Wetering 11, 1394KC Nederhorst den Berg",1394KC,11,Lange Wetering,Nederhorst den Berg,Wijdemeren,verblijfsobject,52.25732613,5.04545621
