adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Vredelantstraat 39, 3633EA Vreeland",3633EA,39,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22988218,5.02958163
"Boterweg 40, 3633ER Vreeland",3633ER,40,Boterweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23166693,5.03242372
"Nigtevechtseweg 40, 3633XT Vreeland",3633XT,40,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23490244,5.03109553
"Singel 40, 3633CS Vreeland",3633CS,40,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23225023,5.02772101
"Spoorlaan 40, 3633EV Vreeland",3633EV,40,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22978198,5.02819527
"Vecht en Veld 40, 3633AH Vreeland",3633AH,40,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23297636,5.03701833
"Vossenlaan 40, 3633AN Vreeland",3633AN,40,Vossenlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.23051595,5.03543165
"Nigtevechtseweg 41, 3633XR Vreeland",3633XR,41,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.24953076,5.04389528
"Pomonaweg 41, 3633CZ Vreeland",3633CZ,41,Pomonaweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23185145,5.02793121
"Spoorlaan 41, 3633ES Vreeland",3633ES,41,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22937202,5.02919506
"Vecht en Veld 41, 3633AH Vreeland",3633AH,41,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23325792,5.03624301
"Vredelantstraat 41, 3633EB Vreeland",3633EB,41,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22982588,5.02957183
"Boterweg 42, 3633ER Vreeland",3633ER,42,Boterweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23166595,5.03224515
"Nigtevechtseweg 42, 3633XT Vreeland",3633XT,42,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23493978,5.03116945
"Singel 42, 3633CS Vreeland",3633CS,42,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23226825,5.02785407
"Spoorlaan 42, 3633EV Vreeland",3633EV,42,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22978825,5.02809758
"Vecht en Veld 42, 3633AH Vreeland",3633AH,42,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23293334,5.03696244
"Vossenlaan 42, 3633AN Vreeland",3633AN,42,Vossenlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.23051595,5.03543165
"Nigtevechtseweg 43, 3633XR Vreeland",3633XR,43,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.24953076,5.04389528
"Pomonaweg 43, 3633CZ Vreeland",3633CZ,43,Pomonaweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23186347,5.02780508
"Spoorlaan 43, 3633ES Vreeland",3633ES,43,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22940249,5.02910524
"Vecht en Veld 43, 3633AH Vreeland",3633AH,43,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23310393,5.0362408
"Vredelantstraat 43, 3633EB Vreeland",3633EB,43,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.2297695,5.02956219
"Nigtevechtseweg 43a, 3633XR Vreeland",3633XR,43a,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.2524692,5.03701673
"Boterweg 44, 3633ER Vreeland",3633ER,44,Boterweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23171698,5.0321493
"Nigtevechtseweg 44, 3633XT Vreeland",3633XT,44,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23499315,5.03119186
"Singel 44, 3633CS Vreeland",3633CS,44,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23225957,5.02798427
"Spoorlaan 44, 3633EV Vreeland",3633EV,44,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22979451,5.02800078
"Vecht en Veld 44, 3633AH Vreeland",3633AH,44,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23289035,5.03691625
"Nigtevechtseweg 45, 3633XR Vreeland",3633XR,45,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.25155711,5.03607569
"Pomonaweg 45, 3633CZ Vreeland",3633CZ,45,Pomonaweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23187216,5.02767868
"Spoorlaan 45, 3633ES Vreeland",3633ES,45,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22943117,5.02902055
"Vecht en Veld 45, 3633AH Vreeland",3633AH,45,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23299847,5.03627575
"Vredelantstraat 45, 3633EB Vreeland",3633EB,45,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22971321,5.02955254
"Boterweg 46, 3633ER Vreeland",3633ER,46,Boterweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23173784,5.03203145
"Nigtevechtseweg 46, 3633XT Vreeland",3633XT,46,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23505038,5.03115729
"Singel 46, 3633CS Vreeland",3633CS,46,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23224764,5.02811084
"Spoorlaan 46, 3633EV Vreeland",3633EV,46,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22980078,5.02790266
"Nigtevechtseweg 47, 3633XR Vreeland",3633XR,47,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.25038345,5.03562706
"Spoorlaan 47, 3633ES Vreeland",3633ES,47,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22945825,5.02894056
"Vecht en Veld 47, 3633AH Vreeland",3633AH,47,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23287949,5.03627941
"Vredelantstraat 47, 3633EB Vreeland",3633EB,47,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22965592,5.02954261
"Nigtevechtseweg 47a, 3633XR Vreeland",3633XR,47a,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.25032805,5.03562749
"Nigtevechtseweg 48, 3633XT Vreeland",3633XT,48,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23513778,5.03119949
"Singel 48, 3633CS Vreeland",3633CS,48,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23222555,5.02823544
"Spoorlaan 48, 3633EV Vreeland",3633EV,48,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22980722,5.02780396
"Spoorlaan 49, 3633ET Vreeland",3633ET,49,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22949136,5.02829919
"Vecht en Veld 49, 3633AH Vreeland",3633AH,49,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23274987,5.03642276
"Vredelantstraat 49, 3633EB Vreeland",3633EB,49,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22996076,5.02923512
"Nigtevechtseweg 50, 3633XT Vreeland",3633XT,50,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23517003,5.0312815
"Singel 50, 3633CS Vreeland",3633CS,50,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23220022,5.02835831
"Spoorlaan 50, 3633EV Vreeland",3633EV,50,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22986899,5.02754672
"Spoorlaan 51, 3633ET Vreeland",3633ET,51,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22949728,5.02820561
"Vecht en Veld 51, 3633AH Vreeland",3633AH,51,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23269077,5.03660418
"Vredelantstraat 51, 3633EB Vreeland",3633EB,51,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22990384,5.02922474
"Nigtevechtseweg 52, 3633XT Vreeland",3633XT,52,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23522072,5.03131345
"Singel 52, 3633CS Vreeland",3633CS,52,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.2321917,5.02848412
"Spoorlaan 52, 3633EV Vreeland",3633EV,52,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.2298834,5.02743726
"Spoorlaan 53, 3633ET Vreeland",3633ET,53,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22950365,5.02811276
"Vecht en Veld 53, 3633AH Vreeland",3633AH,53,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23264924,5.03678239
"Vredelantstraat 53, 3633EB Vreeland",3633EB,53,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22984754,5.02921436
"Nigtevechtseweg 54, 3633XT Vreeland",3633XT,54,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23528546,5.03129244
"Singel 54, 3633CS Vreeland",3633CS,54,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23216892,5.02873696
"Spoorlaan 54, 3633EV Vreeland",3633EV,54,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22989273,5.02716845
"Spoorlaan 55, 3633ET Vreeland",3633ET,55,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22950975,5.0280202
"Vecht en Veld 55, 3633AH Vreeland",3633AH,55,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23257522,5.03714854
"Vredelantstraat 55, 3633EB Vreeland",3633EB,55,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22979125,5.02920413
"Nigtevechtseweg 56, 3633XT Vreeland",3633XT,56,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23536768,5.03134316
"Singel 56, 3633CS Vreeland",3633CS,56,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.2321635,5.02881722
"Spoorlaan 56, 3633EV Vreeland",3633EV,56,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22988638,5.02705843
"Spoorlaan 57, 3633ET Vreeland",3633ET,57,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22951639,5.02792794
"Vecht en Veld 57, 3633AH Vreeland",3633AH,57,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23252504,5.03732474
"Vredelantstraat 57, 3633EB Vreeland",3633EB,57,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22973504,5.02919375
"Nigtevechtseweg 58, 3633XT Vreeland",3633XT,58,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23540001,5.0314243
"Singel 58, 3633CS Vreeland",3633CS,58,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23211814,5.02891478
"Spoorlaan 58, 3633EV Vreeland",3633EV,58,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.23097282,5.02077013
"Spoorlaan 59, 3633ET Vreeland",3633ET,59,Spoorlaan,Vreeland,Stichtse Vecht,verblijfsobject,52.22952257,5.02783318
"Vecht en Veld 59, 3633AH Vreeland",3633AH,59,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23247538,5.03748135
"Vredelantstraat 59, 3633EB Vreeland",3633EB,59,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.22967758,5.02918324
"Nigtevechtseweg 60, 3633XT Vreeland",3633XT,60,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23545178,5.03145653
"Singel 60, 3633CS Vreeland",3633CS,60,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23211156,5.02899592
"Vecht en Veld 61, 3633AH Vreeland",3633AH,61,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23241692,5.03761122
"Vredelantstraat 61, 3633EB Vreeland",3633EB,61,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.2300615,5.02834202
"Nigtevechtseweg 62, 3633XW Vreeland",3633XW,62,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.23558397,5.03201586
"Singel 62, 3633CS Vreeland",3633CS,62,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23210523,5.02907443
"Vecht en Veld 63, 3633AH Vreeland",3633AH,63,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.2323031,5.03776138
"Vredelantstraat 63, 3633EB Vreeland",3633EB,63,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.23006794,5.02824287
"Nigtevechtseweg 64, 3633XW Vreeland",3633XW,64,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.2359112,5.03204058
"Singel 64, 3633CS Vreeland",3633CS,64,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23209908,5.02915016
"Vecht en Veld 65, 3633AH Vreeland",3633AH,65,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23221871,5.03792227
"Vredelantstraat 65, 3633EB Vreeland",3633EB,65,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.2300743,5.02814548
"Nigtevechtseweg 66-ws, 3633XW Vreeland",3633XW,66-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23634262,5.03271876
"Singel 66, 3633CS Vreeland",3633CS,66,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23209293,5.0292256
"Vecht en Veld 67, 3633AH Vreeland",3633AH,67,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23211661,5.03812901
"Vredelantstraat 67, 3633EB Vreeland",3633EB,67,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.23008056,5.02804897
"Nigtevechtseweg 68-ws, 3633XW Vreeland",3633XW,68-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23671891,5.03284556
"Singel 68, 3633CS Vreeland",3633CS,68,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23208624,5.02930396
"Vecht en Veld 69, 3633AH Vreeland",3633AH,69,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23196673,5.03834279
"Vredelantstraat 69, 3633EB Vreeland",3633EB,69,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.23008692,5.02795217
"Nigtevechtseweg 70-ws, 3633XW Vreeland",3633XW,70-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23693394,5.0330101
"Singel 70a, 3633CS Vreeland",3633CS,70a,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23207849,5.02938483
"Singel 70b, 3633CS Vreeland",3633CS,70b,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23207849,5.02938483
"Vecht en Veld 71, 3633AH Vreeland",3633AH,71,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23189694,5.03856688
"Vredelantstraat 71, 3633EB Vreeland",3633EB,71,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.23008203,5.02785224
"Nigtevechtseweg 72-ws, 3633XW Vreeland",3633XW,72-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23714772,5.03313574
"Singel 72a, 3633CS Vreeland",3633CS,72a,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23207199,5.02946466
"Singel 72b, 3633CS Vreeland",3633CS,72b,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23207199,5.02946466
"Vecht en Veld 73, 3633AH Vreeland",3633AH,73,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23182335,5.03872986
"Vredelantstraat 73, 3633EB Vreeland",3633EB,73,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.23023184,5.02751993
"Singel 74a, 3633CS Vreeland",3633CS,74a,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23206558,5.02954258
"Singel 74b, 3633CS Vreeland",3633CS,74b,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23206558,5.02954258
"Vecht en Veld 75, 3633AH Vreeland",3633AH,75,Vecht en Veld,Vreeland,Stichtse Vecht,verblijfsobject,52.23174302,5.03881437
"Vredelantstraat 75, 3633EB Vreeland",3633EB,75,Vredelantstraat,Vreeland,Stichtse Vecht,verblijfsobject,52.230427,5.02735471
"Nigtevechtseweg 76-ws, 3633XW Vreeland",3633XW,76-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23828289,5.0343001
"Singel 76a, 3633CS Vreeland",3633CS,76a,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23205916,5.02962168
"Singel 76b, 3633CS Vreeland",3633CS,76b,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23205916,5.02962168
"Nigtevechtseweg 78-ws, 3633XW Vreeland",3633XW,78-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23948105,5.03633154
"Singel 78, 3633CS Vreeland",3633CS,78,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23204044,5.02973
"Nigtevechtseweg 80-ws, 3633XW Vreeland",3633XW,80-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23972531,5.03670746
"Singel 80, 3633CS Vreeland",3633CS,80,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23203377,5.02981203
"Nigtevechtseweg 82-ws, 3633XW Vreeland",3633XW,82-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.23998858,5.03702683
"Singel 82, 3633CS Vreeland",3633CS,82,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.232027,5.02989479
"Nigtevechtseweg 84-ws, 3633XW Vreeland",3633XW,84-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24031214,5.03748574
"Singel 84, 3633CS Vreeland",3633CS,84,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.2320205,5.02997447
"Nigtevechtseweg 86-ws, 3633XW Vreeland",3633XW,86-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24055743,5.03787248
"Singel 86, 3633CS Vreeland",3633CS,86,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.23201461,5.03004741
"Nigtevechtseweg 88-ws, 3633XW Vreeland",3633XW,88-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24075694,5.03818638
"Singel 88, 3633CS Vreeland",3633CS,88,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.2320207,5.03015876
"Nigtevechtseweg 90-ws, 3633XW Vreeland",3633XW,90-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24090866,5.03844604
"Singel 90, 3633CS Vreeland",3633CS,90,Singel,Vreeland,Stichtse Vecht,verblijfsobject,52.2320056,5.03024627
"Nigtevechtseweg 92-ws, 3633XW Vreeland",3633XW,92-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24109416,5.03882908
"Nigtevechtseweg 94, 3633XW Vreeland",3633XW,94,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.24174431,5.03956092
"Nigtevechtseweg 96-ws, 3633XW Vreeland",3633XW,96-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24252784,5.04011678
"Nigtevechtseweg 98-ws, 3633XW Vreeland",3633XW,98-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24246874,5.04034825
"Nigtevechtseweg 100-ws, 3633XW Vreeland",3633XW,100-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24244196,5.04052398
"Kleizuwe 101, 3633AG Vreeland",3633AG,101,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23073323,5.0392411
"Nigtevechtseweg 102-ws, 3633XW Vreeland",3633XW,102-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24234468,5.04084518
"Kleizuwe 103, 3633AG Vreeland",3633AG,103,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23099836,5.03936023
"Kleizuwe 103a, 3633AG Vreeland",3633AG,103a,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23110075,5.03916168
"Nigtevechtseweg 104-ws, 3633XW Vreeland",3633XW,104-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24227364,5.04113181
"Kleizuwe 105, 3633AG Vreeland",3633AG,105,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23114683,5.03959869
"Kleizuwe 107, 3633AG Vreeland",3633AG,107,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23136737,5.04011236
"Nigtevechtseweg 108-ws, 3633XW Vreeland",3633XW,108-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24237793,5.04203069
"Kleizuwe 109, 3633AG Vreeland",3633AG,109,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23138979,5.04018728
"Kleizuwe 109a, 3633AG Vreeland",3633AG,109a,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23149605,5.04037733
"Nigtevechtseweg 110, 3633XW Vreeland",3633XW,110,Nigtevechtseweg,Vreeland,Stichtse Vecht,verblijfsobject,52.24294424,5.04292437
"Kleizuwe 111, 3633AG Vreeland",3633AG,111,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23152886,5.04056399
"Kleizuwe 113, 3633AG Vreeland",3633AG,113,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23155724,5.0406494
"Kleizuwe 115, 3633AG Vreeland",3633AG,115,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23158363,5.04072883
"Nigtevechtseweg 116-ws, 3633XX Vreeland",3633XX,116-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.2445569,5.03829645
"Kleizuwe 117, 3633AG Vreeland",3633AG,117,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23160866,5.04080416
"Nigtevechtseweg 118-ws, 3633XX Vreeland",3633XX,118-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24471376,5.03775674
"Kleizuwe 119, 3633AG Vreeland",3633AG,119,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23170377,5.04099474
"Nigtevechtseweg 120-ws, 3633XX Vreeland",3633XX,120-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24490448,5.0371912
"Kleizuwe 121, 3633AG Vreeland",3633AG,121,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23172172,5.04107833
"Nigtevechtseweg 122-ws, 3633XX Vreeland",3633XX,122-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.2450704,5.03674497
"Kleizuwe 123, 3633AG Vreeland",3633AG,123,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23282555,5.04435485
"Nigtevechtseweg 124-ws, 3633XX Vreeland",3633XX,124-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.2452528,5.03628205
"Kleizuwe 125, 3633AG Vreeland",3633AG,125,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23300407,5.04520162
"Nigtevechtseweg 126-ws, 3633XX Vreeland",3633XX,126-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.2454893,5.03597077
"Kleizuwe 127, 3633AG Vreeland",3633AG,127,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23304302,5.04530408
"Nigtevechtseweg 128-ws, 3633XX Vreeland",3633XX,128-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24571607,5.03583709
"Kleizuwe 129, 3633AG Vreeland",3633AG,129,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23408266,5.04808592
"Nigtevechtseweg 130-ws, 3633XX Vreeland",3633XX,130-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24599253,5.03590769
"Kleizuwe 131, 3633AG Vreeland",3633AG,131,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23474427,5.05006795
"Kleizuwe 131a, 3633AG Vreeland",3633AG,131a,Kleizuwe,Vreeland,Stichtse Vecht,verblijfsobject,52.23467314,5.04992913
"Nigtevechtseweg 132-ws, 3633XX Vreeland",3633XX,132-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24620136,5.03608024
"Nigtevechtseweg 134-ws, 3633XX Vreeland",3633XX,134-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24645726,5.03640169
"Nigtevechtseweg 136-ws, 3633XX Vreeland",3633XX,136-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24671255,5.03711095
"Nigtevechtseweg 138-ws, 3633XX Vreeland",3633XX,138-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.246805,5.03751649
"Nigtevechtseweg 140-ws, 3633XX Vreeland",3633XX,140-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24665456,5.03743218
"Nigtevechtseweg 142-ws, 3633XX Vreeland",3633XX,142-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24663626,5.03719094
"Nigtevechtseweg 144-ws, 3633XX Vreeland",3633XX,144-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.2465483,5.03685942
"Nigtevechtseweg 146-ws, 3633XX Vreeland",3633XX,146-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24639285,5.03686628
"Nigtevechtseweg 148-ws, 3633XX Vreeland",3633XX,148-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24653112,5.03731105
"Nigtevechtseweg 150-ws, 3633XX Vreeland",3633XX,150-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24654844,5.03753199
"Nigtevechtseweg 152-ws, 3633XX Vreeland",3633XX,152-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24667323,5.0381163
"Nigtevechtseweg 154-ws, 3633XX Vreeland",3633XX,154-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24678663,5.03859828
"Nigtevechtseweg 156-ws, 3633XX Vreeland",3633XX,156-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24685243,5.03894716
"Nigtevechtseweg 158-ws, 3633XX Vreeland",3633XX,158-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24696415,5.03886183
"Nigtevechtseweg 160-ws, 3633XX Vreeland",3633XX,160-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24689457,5.03848878
"Nigtevechtseweg 162-ws, 3633XX Vreeland",3633XX,162-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24683337,5.03813021
"Nigtevechtseweg 164-ws, 3633XX Vreeland",3633XX,164-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24698716,5.03814896
"Nigtevechtseweg 166-ws, 3633XX Vreeland",3633XX,166-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24704347,5.03859732
"Nigtevechtseweg 168-ws, 3633XX Vreeland",3633XX,168-ws,Nigtevechtseweg,Vreeland,Stichtse Vecht,ligplaats,52.24709637,5.03910496
